artist_id,artist_name
134,orion rigel dommisse
135,jocelyn pook
136,matmos
137,ulver
138,ane brun
139,soisong
140,a hawk and a hacksaw
141,frank london
142,michael gira
143,larkin grimm
144,pelt
145,jean parlette
146,opeth
147,cannibal corpse
148,elis
149,amoral
150,amon amarth
151,riverside
152,dark tranquillity
153,atrocity
154,kromlek
155,kamelot
156,novembers doom
157,poe
158,dido
159,stone temple pilots
160,audioslave
161,katatonia
162,ark
163,circus maximus
164,dimmu borgir
165,death
166,månegarm
167,cynic
168,korpiklaani
169,my dying bride
170,brujeria
171,agalloch
172,alice in chains
173,johann sebastian bach
174,kalmah
175,farmakon
176,children of bodom
177,dragonforce
178,dredg
179,green carnation
180,pain of salvation
181,rhapsody of fire
182,the mars volta
183,tool
184,arch enemy
185,at the gates
186,compay segundo
187,ensiferum
188,naglfar
189,nevermore
190,old mans child
191,shade empire
192,system of a down
193,tristania
194,devendra banhart
195,boards of canada
196,cocorosie
197,aphex twin
198,atmosphere
199,joanna newsom
200,air
201,portishead
202,massive attack
203,plaid
204,fog
205,prefuse 73
206,m83
207,the flashbulb
208,pavement
209,amon tobin
210,sage francis
211,four tet
212,brother ali
213,max richter
214,why?
215,autechre
216,radiohead
217,susumu yokota
218,electrelane
219,neutral milk hotel
220,bent
221,vetiver
222,k-the-i???
223,illogic
224,annie
225,broadcast
226,beastie boys
227,aesop rock
228,mf doom
229,the books
230,bibio
231,rachel's
232,architecture in helsinki
233,bola
234,isan
235,múm
236,elliott smith
237,caribou
238,the hold steady
239,mogwai
240,justice
241,sigur rós
242,clutch
243,white denim
244,the go! team
245,the beatles
246,2 many dj's
247,tv on the radio
248,kyuss
249,dj shadow
250,a tribe called quest
251,the cinematic orchestra
252,beck
253,bon iver
254,röyksopp
255,rex the dog
256,bonobo
257,deadmau5
258,the decemberists
259,earth
260,snow patrol
261,battles
262,metronomy
263,dj format
264,the prodigy
265,lemon jelly
266,pink floyd
267,rjd2
268,the flaming lips
269,alasdair fraser & paul machlis
270,passion pit
271,holy fuck
272,michael jackson
273,late of the pier
274,flight of the conchords
275,muse
276,fleetwood mac
277,led zeppelin
278,stam1na
279,dream theater
280,ac/dc
281,metallica
282,iron maiden
283,bob marley & the wailers
284,megadeth
285,trivium
286,raappana
287,nightwish
288,kotiteollisuus
289,sublime
290,viikate
291,volbeat
292,guns n' roses
293,bon jovi
294,dio
295,soldiers of jah army
296,scorpions
297,teräsbetoni
298,nopsajalka
299,paramore
300,the darkness
301,soul captain band
302,asa
303,tarot
304,klamydia
305,gentleman
306,mötley crüe
307,manowar
308,killswitch engage
309,slayer
310,in flames
311,skid row
312,stone
313,bullet for my valentine
314,mokoma
315,pantera
316,brother firetribe
317,hurriganes
318,norther
319,stratovarius
320,kiuas
321,ozzy osbourne
322,pin
323,feel
324,elton john
325,orgy
326,brandy
327,pet shop boys
328,sade
329,belinda carlisle
330,eurythmics
331,mike oldfield
332,hall & oates
333,chris rea
334,laura branigan
335,the waterboys
336,maciej silski
337,leona lewis
338,george michael
339,black
340,frozen silence
341,sweet coffee
342,blackfield
343,cyndi lauper
344,pseudo echo
345,desireless
346,limp bizkit
347,modern talking
348,rihanna
349,a-ha
350,linkin park
351,hans zimmer
352,nelly furtado
353,madonna
354,blink-182
355,dave gahan
356,kelly clarkson
357,lucie silvas
358,natalie imbruglia
359,michelle branch
360,delta goodrem
361,new order
362,seal
363,atomic kitten
364,backstreet boys
365,mary j. blige
366,negative
367,justin timberlake
368,savage garden
369,nerina pallot
370,erasure
371,culture club
372,mr. oizo
373,robbie williams
374,black eyed peas
375,antonio orozco
376,decai
377,kiko & shara
378,marc anthony
379,manuel carrasco
380,mika
381,juanes
382,la oreja de van gogh
383,melendi
384,amaral
385,andy & lucas
386,chambao
387,chayanne
388,christian castro
389,christina aguilera
390,craig david
391,luis fonsi
392,sergio contreras
393,ana torroja
394,beyoncé
395,bustamante
396,camila
397,colbie caillat
398,coti
399,david bisbal
400,edurne
401,fito & fitipaldis
402,hanna
403,malu
404,paulina rubio
405,rosana
406,t.a.t.u.
407,amy winehouse
408,efecto mariposa
409,el arrebato
410,enrique iglesias
411,jennifer lopez
412,mecano
413,phil collins
414,sean kingston
415,u2
416,dub fx
417,box car racer
418,zebrahead
419,paul oakenfold
420,pendulum
421,ronald jenkees
422,sum 41
423,angels & airwaves
424,haggard
425,alien ant farm
426,the offspring
427,Океан Ельзи
428,ronan hardiman
429,the crystal method
430,川田まみ
431,eminem
432,the qemists
433,silverstein
434,rise against
435,Бумбокс
436,scum of the earth
437,blu mar ten
438,bomfunk mcs
439,vanessa-mae
440,Тартак
441,"drop dead, gorgeous"
442,flying steps
443,drumattic twins
444,andrew w.k.
445,hoobastank
446,dover
447,bodyjar
448,southside rockers
449,prodigy
450,future prophecies
451,jonathan coulton
452,blessthefall
453,nubreed & luke chable
454,franz ferdinand
455,johannes linstead
456,infected mushroom
457,darude
458,akira yamaoka
459,aqua
460,clawfinger
461,dusty kid
462,senses fail
463,commix
464,panic at the disco
465,enigma
466,fatboy slim
467,krs-one
468,drowning pool
469,placebo
470,david & the citizens
471,kent
472,säkert!
473,detektivbyrån
474,lars winnerbäck
475,raymond & maria
476,tegan and sara
477,the knife
478,tiger lou
479,håkan hellström
480,david fridlund
481,the ark
482,alice in videoland
483,timo räisänen
484,the cardigans
485,bloc party
486,oasis
487,sahara hotnights
488,vapnet
489,laleh
490,markus krunegård
491,the kooks
492,deportees
493,r.e.m.
494,slagsmålsklubben
495,hot chip
496,millencolin
497,the sounds
498,mew
499,green day
500,kings of convenience
501,firefox ak
502,mando diao
503,the tough alliance
504,shout out louds
505,keane
506,wir sind helden
507,thompson twins
508,hanson
509,no doubt
510,orchestral manoeuvres in the dark
511,the human league
512,altered images
513,martina mcbride
514,yazoo
515,regina spektor
516,the format
517,carolyn dawn johnson
518,mazzy star
519,dashboard confessional
520,jonathan larson
521,wicked
522,the verve pipe
523,missing persons
524,the passions
525,ima robot
526,judith holofernes
527,depeche mode
528,fake
529,der plan
530,gwen stefani
531,dierks bentley
532,heaven 17
533,the sundays
534,dixie chicks
535,shania twain
536,stacey q
537,camera obscura
538,deana carter
539,matt & kim
540,steel train
541,dan fogelberg
542,taking back sunday
543,andrew bird
544,jewel
545,britney spears
546,kristy lee
547,the police
548,the postal service
549,fefe dobson
550,julie roberts
551,j dilla
552,nas
553,common
554,black milk
555,pete rock
556,jay-z
557,dr. dre
558,evidence
559,kanye west
560,dead prez
561,percee p
562,jeff mills
563,method man
564,panacea
565,2pac
566,fort minor
567,madvillain
568,ratatat
569,talib kweli
570,do or die
571,madlib
572,50 cent
573,abstract rude & tribe unique
574,the alchemist
575,bill evans
576,gza/genius
577,lil wayne
578,styles p
579,emc
580,ghostface
581,k-os
582,burial
583,dj vadim
584,el-p
585,big shug
586,black spade
587,john coltrane
588,the residents
589,roni size & reprazent
590,the cool kids
591,the game
592,redman
593,rza
594,joan baez
595,e-rotic
596,goo goo dolls
597,apulanta
598,chorale
599,bryan adams
600,gnarls barkley
601,groove coverage
602,september
603,3 doors down
604,basic element
605,chris brown
606,eels
607,solid base
608,irwin goodman
609,moby
610,don huonot
611,stella
612,the pussycat dolls
613,cascada
614,john legend
615,alicia keys
616,kapasiteettiyksikkö
617,sonata arctica
618,frank sinatra
619,jonas brothers
620,deep insight
621,maroon 5
622,the calling
623,cheek
624,darin
625,antti tuisku
626,usher
627,finlanders
628,sadetanssi
629,snoop dogg
630,akon
631,mamba
632,da buzz
633,jessy
634,syd barrett
635,spiritualized
636,the boo radleys
637,the brian jonestown massacre
638,black rebel motorcycle club
639,the duke spirit
640,the stone roses
641,jefferson airplane
642,the black angels
643,graham bond organisation
644,love
645,the warlocks
646,a place to bury strangers
647,not from there
648,richard in your mind
649,king khan & the shrines
650,the stairs
651,the vera violets
652,edgar 'jones' jones
653,film school
654,captain beefheart & his magic band
655,the charlatans
656,kaleidoscope
657,the raconteurs
658,dungen
659,the velvet underground
660,spindrift
661,the incredible string band
662,flavor crystals
663,nico
664,the dandy warhols
665,asobi seksu
666,stereolab
667,fairport convention
668,nick drake
669,soft machine
670,beck
671,the greenhornes
672,the national
673,black mountain
674,television
675,the telescopes
676,lostprophets
677,all time low
678,lucky boys confusion
679,amber pacific
680,four year strong
681,fall out boy
682,the weakerthans
683,showoff
684,+44
685,damien rice
686,my chemical romance
687,ben kweller
688,foo fighters
689,anberlin
690,moving mountains
691,the wedding
692,frightened rabbit
693,cartel
694,saosin
695,set your goals
696,holiday parade
697,cauterize
698,nizlopi
699,hit the lights
700,get cape. wear cape. fly
701,better luck next time
702,girl talk
703,story of the year
704,joshua radin
705,the frantic
706,the ataris
707,sufjan stevens
708,sherwood
709,norah jones
710,madredeus
711,așa
712,carla bruni
713,penguin cafe orchestra
714,ravid goldschmidt
715,humanos
716,xutos & pontapés
717,paul simon
718,lily allen
719,kid loco
720,pedro abrunhosa
721,stevie wonder
722,thievery corporation
723,the streets
724,ratos de porão
725,lady sovereign
726,faith no more
727,manu chao
728,tenacious d
729,fantômas
730,type o negative
731,pearl jam
732,the commitments
733,soundgarden
734,buckethead
735,the cult
736,rush
737,king crimson
738,camel
739,amplifier
740,uriah heep
741,the answer
742,yes
743,disturbed
744,jethro tull
745,porcupine tree
746,liquid tension experiment
747,ted nugent
748,wolfmother
749,"emerson, lake & palmer"
750,aerosmith
751,iommi
752,frankie goes to hollywood
753,ufo
754,days of the new
755,caravan
756,the verve
757,rammstein
758,wishbone ash
759,the moody blues
760,jordan rudess
761,chevelle
762,cream
763,patti smith
764,nickelback
765,zz top
766,nine inch nails
767,my bloody valentine
768,pj harvey
769,the cure
770,the jesus and mary chain
771,the sisters of mercy
772,david bowie
773,a perfect circle
774,the white stripes
775,the dresden dolls
776,nouvelle vague
777,leonard cohen
778,rowland s. howard
779,creedence clearwater revival
780,goon moon
781,grinderman
782,gary numan
783,slowdive
784,the boys next door
785,beirut
786,joy division
787,clint mansell
788,inkubus sukkubus
789,the smiths
790,cat power
791,nick cave & warren ellis
792,anita lane
793,bauhaus
794,amiina
795,bajaga
796,interpol
797,the 69 eyes
798,christian death
799,the stooges
800,iggy pop
801,grave digger
802,running wild
803,primal fear
804,paragon
805,iced earth
806,lamb of god
807,u.d.o.
808,annihilator
809,exodus
810,exciter
811,strapping young lad
812,kreator
813,rebellion
814,sabaton
815,helloween
816,iron savior
817,accept
818,3 inches of blood
819,jag panzer
820,mastodon
821,steel attack
822,daath
823,metal church
824,gojira
825,devildriver
826,decapitated
827,hammerfall
828,the ocean
829,hatebreed
830,mortification
831,halford
832,meshuggah
833,finntroll
834,gamma ray
835,stormwarrior
836,fight
837,vicious rumors
838,dream evil
839,necrophagist
840,rage
841,morgana lefay
842,chiodos
843,black tequila
844,30 seconds to mars
845,as i lay dying
846,a static lullaby
847,billy talent
848,bosse
849,deus
850,feeder
851,funeral for a friend
852,a day to remember
853,beatsteaks
854,coheed and cambria
855,dúné
856,enter shikari
857,finch
858,from first to last
859,lostalone
860,mindless self indulgence
861,olli schulz & der hund marie
862,slut
863,the dreaming
864,alesana
865,ash
866,brand new
867,kill hannah
868,madsen
869,maxïmo park
870,neaera
871,scary kids scaring kids
872,secret and whisper
873,the fall of troy
874,the vines
875,virginia jetzt!
876,as we fight
877,grammatics
878,tele
879,underoath
880,michael armstrong
881,alkaline trio
882,afi
883,tiger army
884,elvis costello
885,elvis presley
886,the mighty mighty bosstones
887,adema
888,foghat
889,kylie minogue
890,foxboro hot tubs
891,pink
892,tim mcgraw
893,dead to me
894,mxpx
895,bad religion
896,jimmy eat world
897,the gaslight anthem
898,danny elfman
899,dead kennedys
900,nirvana
901,the tantra monsters
902,poison
903,me first and the gimme gimmes
904,mgm studio orchestra
905,new found glory
906,agnostic front
907,all
908,marilyn manson
909,rancid
910,less than jake
911,my life with the thrill kill kult
912,the aquabats
913,the distillers
914,skarface
915,mad caddies
916,nofx
917,cypress hill
918,koЯn
919,the planet smashers
920,reel big fish
921,ska-p
922,moskovskaya
923,onyx
924,belvedere
925,distemper
926,aventura
927,air
928,5'nizza
929,captain everything!
930,bob marley
931,slipknot
932,alizée
933,electrosoul system
934,richard cheese
935,avril lavigne
936,cidade negra
937,talco
938,f.p.g.
939,the specials
940,daddy yankee
941,skaface
942,tina charles
943,yeah yeah yeahs
944,the dead weather
945,no age
946,tiny masters of today
947,japandroids
948,the used
949,veto
950,friendly fires
951,hateen
952,onerepublic
953,dead fish
954,sixpence none the richer
955,peter bjorn and john
956,thursday
957,weezer
958,japanther
959,kings of leon
960,feist
961,klaxons
962,cansei de ser sexy
963,"does it offend you, yeah?"
964,twilight
965,grease
966,kaiser chiefs
967,pelle miljoona
968,ripsipiirakka
969,orson
970,frankie valli
971,motion city soundtrack
972,kuningas pähkinä & setä tamu
973,genesis
974,jukka poika
975,technotronic
976,robert pattinson
977,stig dogg
978,aviation
979,high school musical 2
980,kapteeni Ä-ni
981,ramones
982,fools garden
983,bone thugs-n-harmony
984,rufus wainwright
985,iron & wine
986,blue foundation
987,lemon ice
988,the black ghosts
989,toto
990,carter burwell
991,claude debussy
992,johnny cash
993,nina simone
994,the lemonheads
995,tom waits
996,editors
997,bonnie 'prince' billy
998,typhoon
999,goran bregović
1000,joe dassin
1001,the pogues
1002,gomez
1003,marvin gaye
1004,serge gainsbourg
1005,the smashing pumpkins
1006,admiral freebee
1007,lou reed
1008,jacques brel
1009,calexico
1010,suzanne vega
1011,morphine
1012,the gutter twins
1013,andrew dorff
1014,air traffic
1015,van morrison
1016,nickel creek
1017,joni mitchell
1018,joan armatrading
1019,acoustic alchemy
1020,steely dan
1021,billy joel
1022,eric clapton
1023,janis joplin
1024,carole king
1025,turin brakes
1026,dire straits
1027,supertramp
1028,donald fagen
1029,elkie brooks
1030,jamie cullum
1031,oscar peterson
1032,santana
1033,eric bibb
1034,crusaders
1035,sting
1036,billie holiday
1037,rickie lee jones
1038,george benson
1039,paul mccartney
1040,sky
1041,miles davis
1042,simon & garfunkel
1043,steve tyrell
1044,the doobie brothers
1045,traveling wilburys
1046,america
1047,chicago
1048,bob seger & the silver bullet band
1049,cat stevens
1050,claire martin
1051,ramsey lewis
1052,eagles
1053,harry nilsson
1054,20/20
1055,marco barrientos
1056,vertical
1057,hillsong united
1058,marcela gandara
1059,marcos witt
1060,steven curtis chapman
1061,alex campos
1062,casting crowns
1063,danilo montero
1064,hillsong
1065,mercyme
1066,natalie grant
1067,chris tomlin
1068,danny berrios
1069,david crowder band
1070,jeremy camp
1071,kirk franklin
1072,lilly goodman
1073,matt redman
1074,the katinas
1075,4him
1076,abba
1077,aretha franklin
1078,bob dylan
1079,bob fitts
1080,brian doerksen
1081,brian littrell
1082,clay crosse
1083,darlene zschech
1084,ingrid rosario
1085,jaci velásquez
1086,jesus adrian romero
1087,joy williams
1088,michael w. smith
1089,newsboys
1090,robin mark
1091,rojo
1092,rush of fools
1093,seven places
1094,third day
1095,twila paris
1096,mississippi john hurt
1097,son house
1098,skip james
1099,leadbelly
1100,lightnin' hopkins
1101,big bill broonzy
1102,bukka white
1103,john lee hooker
1104,charlie parker
1105,muddy waters
1106,blind willie mctell
1107,robert johnson
1108,keb' mo'
1109,mississippi fred mcdowell
1110,charley patton
1111,blind willie johnson
1112,howlin' wolf
1113,charlie musselwhite
1114,charles mingus
1115,r.l. burnside
1116,dexter gordon
1117,blind lemon jefferson
1118,mongo santamaria
1119,gonzalo rubalcaba
1120,big joe williams
1121,bessie smith
1122,memphis minnie
1123,chuck berry
1124,johnny shines
1125,dock boggs
1126,etta james
1127,mccoy tyner
1128,sister rosetta tharpe
1129,sonny boy williamson
1130,rail band
1131,slim harpo
1132,thelonious monk
1133,tommy johnson
1134,sonny terry & brownie mcghee
1135,el gran combo de puerto rico
1136,james brown
1137,junior wells
1138,bix beiderbecke
1139,buena vista social club
1140,mahalia jackson
1141,celia cruz
1142,relient k
1143,modest mouse
1144,belle and sebastian
1145,clap your hands say yeah
1146,the shins
1147,ben folds
1148,the academy is...
1149,the all-american rejects
1150,pedro the lion
1151,disney
1152,the early november
1153,the clash
1154,mae
1155,daft punk
1156,la roux
1157,jedi mind tricks
1158,yael naim
1159,beast
1160,chromeo
1161,peter fox
1162,phoenix
1163,alter ego
1164,roger cicero
1165,the bloody beetroots
1166,gui boratto
1167,robert hood
1168,busy p
1169,die drei ???
1170,m.i.a.
1171,bag raiders
1172,frankmusik
1173,kasabian
1174,kid cudi
1175,lykke li
1176,devin townsend
1177,arcturus
1178,johnny hollow
1179,fear factory
1180,borknagar
1181,black label society
1182,cradle of filth
1183,van halen
1184,the bronx casket co.
1185,ayreon
1186,ambience
1187,cky
1188,after forever
1189,gothminister
1190,blind guardian
1191,abstrakt algebra
1192,abydos
1193,apocalyptica
1194,cynicism
1195,american head charge
1196,meat loaf
1197,dracul
1198,lÂme immortelle
1199,twisted sister
1200,dethklok
1201,kingston wall
1202,yann tiersen
1203,the bluetones
1204,happy mondays
1205,pixies
1206,"sydän, sydän"
1207,wiidakko
1208,supergrass
1209,tryo
1210,husky rescue
1211,cut copy
1212,rubik
1213,primal scream
1214,the crash
1215,!!!
1216,von hertzen brothers
1217,leevi and the leavings
1218,pekka streng
1219,flogging molly
1220,badly drawn boy
1221,the hives
1222,lapko
1223,evanescence
1224,roxette
1225,céline dion
1226,era
1227,mattafix
1228,styx
1229,joan osborne
1230,loreena mckennitt
1231,gravity co.
1232,spice girls
1233,maggie reilly
1234,alphaville
1235,the rasmus
1236,jason donovan
1237,titiyo
1238,limahl
1239,midnight oil
1240,krypteria
1241,sheena easton
1242,berlin
1243,des'ree
1244,marc anthony & tina arena
1245,irene cara
1246,poets of the fall
1247,meja
1248,the bangles
1249,la bionda
1250,enya
1251,loituma
1252,r. kelly
1253,franco battiato
1254,tazenda
1255,lynyrd skynyrd
1256,neil young
1257,black sabbath
1258,t. rex
1259,jimi hendrix
1260,bee gees
1261,francesco guccini
1262,kiss
1263,giovanni allevi
1264,foreigner
1265,ennio morricone
1266,blind melon
1267,europe
1268,status quo
1269,bruce springsteen
1270,tom jones
1271,boston
1272,inxs
1273,nazareth
1274,fabrizio de andré
1275,freddie mercury
1276,rainbow
1277,thom yorke
1278,schneider tm
1279,b. fleischmann
1280,hauschka
1281,andrew pekler
1282,scott matthew
1283,the tiger lillies
1284,bishop allen
1285,element of crime
1286,the notwist
1287,alva noto + ryuichi sakamoto
1288,pierre bastien
1289,lali puna
1290,gustav
1291,little annie
1292,tied & tickled trio
1293,inlets
1294,homelife
1295,kangding ray
1296,tarwater
1297,attwenger
1298,erik satie
1299,leila
1300,momus and anne laplantine
1301,pascal comelade
1302,jay alansky
1303,the for carnation
1304,franz schubert
1305,tim hecker
1306,funny van dannen
1307,nino rota
1308,peterlicht
1309,replicant rumba rockers
1310,songs: ohia
1311,sparrow house
1312,tape
1313,avril
1314,jim orourke
1315,lullatone
1316,mount eerie
1317,rocko schamoni
1318,autistic daughters
1319,colleen
1320,radian
1321,sporto kantes
1322,josef hader
1323,michael nyman
1324,la jr
1325,machinefabriek
1326,hood
1327,sonic youth
1328,the fall
1329,john fahey
1330,maher shalal hash baz
1331,the dead c
1332,alastair galbraith
1333,stars of the lid
1334,sun city girls
1335,grouper
1336,hala strana
1337,califone
1338,this heat
1339,times new viking
1340,oneida
1341,the radio dept.
1342,fennesz
1343,noxagt
1344,the ex
1345,natural snow buildings
1346,tenniscoats
1347,labradford
1348,minamo
1349,the kinks
1350,nagisa ni te
1351,can
1352,james blackshaw
1353,loren mazzacane connors
1354,pumice
1355,benoît pioulard
1356,mission of burma
1357,faust
1358,u.s. maple
1359,os mutantes
1360,oren ambarchi
1361,3 na bossa
1362,john pizzarelli
1363,trash pour 4
1364,paolo conte
1365,madeleine peyroux
1366,astrud gilberto
1367,amos lee
1368,roberto menescal
1369,stan getz & charlie byrd
1370,delicatessen
1371,danni carlos
1372,eletrobossa
1373,eden atwood
1374,chico buarque
1375,diana krall
1376,rita lee
1377,bebel gilberto
1378,marisa monte
1379,milton banana trio
1380,bet.e & stef
1381,céu
1382,paula morelenbaum
1383,bryan ferry
1384,stacey kent
1385,clémentine
1386,elis regina
1387,the doors
1388,joão gilberto
1389,roberta sá
1390,aselin debison
1391,b.b. king & eric clapton
1392,ben harper
1393,ella fitzgerald
1394,stan getz & joão gilberto
1395,chet baker
1396,paul hardcastle
1397,simply red
1398,philipp poisel
1399,die fantastischen vier
1400,barry louis polisar
1401,donavon frankenreiter
1402,kimya dawson
1403,alan silvestri
1404,bruce rowland
1405,david nevue
1406,edward shearmur
1407,jeffrey lewis
1408,john cale
1409,louis landon
1410,rachel portman
1411,sinsemilia
1412,all girl summer fun band
1413,annett louisan
1414,antsy pants
1415,deichkind
1416,elephant parade
1417,farin urlaub
1418,hausmarke
1419,herbert grönemeyer
1420,howard shore
1421,juli
1422,laurens van rooyen
1423,lazlo bane
1424,nena
1425,razorlight
1426,sportfreunde stiller
1427,the boy least likely to
1428,the john butler trio
1429,the moldy peaches
1430,tinyfolk
1431,eden ahbez
1432,crystal castles
1433,jackson c. frank
1434,random
1435,micah blue smaldone
1436,seu jorge
1437,8 bit weapon
1438,beach house
1439,keith mansfield
1440,ed askew
1441,big blood
1442,daniel johnston
1443,mr. scruff
1444,the jimi hendrix experience
1445,do make say think
1446,jaco pastorius
1447,of montreal
1448,8 bit
1449,funkdoobiest
1450,jad fair & daniel johnston
1451,james brown
1452,n.w.a
1453,galneryus
1454,powerglove
1455,susumu hirasawa
1456,nintendo
1457,supercar
1458,koji endo
1459,tsuneo imahori
1460,shishido rumi
1461,malice mizer
1462,initial d
1463,sister mayo
1464,long shot party
1465,move
1466,niko
1467,the seatbelts
1468,sabrepulse
1469,electric light orchestra
1470,john williams
1471,moondog
1472,quad city dj's
1473,s.s.h.
1474,[unknown]
1475,kap bambino
1476,i'm from barcelona
1477,the kills
1478,parken
1479,hole
1480,the soundtrack of our lives
1481,gorillaz
1482,familjen
1483,fischerspooner
1484,sex pistols
1485,yo la tengo
1486,tycho
1487,josé gonzález
1488,ladytron
1489,n*e*r*d
1490,kristian anttila
1491,they might be giants
1492,the magnetic fields
1493,devo
1494,songstowearpantsto.com
1495,talking heads
1496,the long winters
1497,pinback
1498,john linnell
1499,roy orbison
1500,casiotone for the painfully alone
1501,the dead milkmen
1502,bottom of the hudson
1503,the mountain goats
1504,frank zappa
1505,the wrens
1506,ted leo and the pharmacists
1507,john frusciante
1508,spacehog
1509,fountains of wayne
1510,grand buffet
1511,tally hall
1512,master's hammer
1513,misfits
1514,rubella ballet
1515,cauda pavonis
1516,creepersin
1517,xiii. století
1518,horror of 59
1519,flesh
1520,the meteors
1521,the zombie mafia
1522,miguel and the living dead
1523,horror story
1524,tiamat
1525,gorgeous frankenstein
1526,joy disaster
1527,antiworld
1528,jack frost
1529,jacquy bitch
1530,the horrors
1531,two witches
1532,fields of the nephilim
1533,theatres des vampires
1534,siouxsie and the banshees
1535,mephisto walz
1536,lacrimas profundere
1537,the cascades
1538,the awakening
1539,the birthday massacre
1540,clan of xymox
1541,death ss
1542,the house of usher
1543,the mission
1544,immortal
1545,alien sex fiend
1546,scary bitches
1547,schizma
1548,theatre of tragedy
1549,alice cooper
1550,diskonto
1551,madness
1552,the damned
1553,herbie hancock
1554,locomotiv gt
1555,king diamond
1556,venom
1557,the cranberries
1558,leningrad sandwich
1559,omega
1560,red lorry yellow lorry
1561,dead vampires
1562,last days of humanity
1563,45 grave
1564,skeletal family
1565,beseech
1566,acda en de munnik
1567,angus & julia stone
1568,anouk
1569,candy dulfer
1570,jamiroquai
1571,bløf
1572,room eleven
1573,ann peebles
1574,feist
1575,scissor sisters
1576,kraak & smaak
1577,anna nalick
1578,stevie ann
1579,maria mena
1580,the blues brothers
1581,angie stone
1582,kate nash
1583,racoon
1584,bloodhound gang
1585,benny benassi
1586,kinderen voor kinderen
1587,james morrison
1588,hot chocolate
1589,lenny kravitz
1590,the beach boys
1591,richie hawtin
1592,c-mon & kypski
1593,ali farka touré & toumani diabaté
1594,trentemøller
1595,do as infinity
1596,伴都美子
1597,中島美嘉
1598,加藤ミリヤ
1599,浜崎あゆみ
1600,安良城紅
1601,mihimaru gt
1602,michi
1603,大塚愛
1604,the brilliant green
1605,上木彩矢
1606,宇浦冴香
1607,rie fu
1608,蔡依林
1609,宇多田ヒカル
1610,hilary duff
1611,伊藤由奈
1612,スキマスイッチ
1613,every little thing
1614,木村カエラ
1615,倖田來未
1616,the veronicas
1617,ashlee simpson
1618,柴田淳
1619,christina milian
1620,hitomi
1621,marion raven
1622,mandy moore
1623,skye sweetnam
1624,鈴木あみ
1625,bonnie pink
1626,aly & aj
1627,stephanie
1628,山崎まさよし
1629,愛内里菜
1630,mr.children
1631,aiko
1632,yui
1633,島谷ひとみ
1634,sowelu
1635,annekei
1636,竹井詩織里
1637,echoes
1638,my little lover
1639,lindsay lohan
1640,ashley tisdale
1641,jessica simpson
1642,corinne bailey rae
1643,ashanti
1644,holly valance
1645,sophie ellis-bextor
1646,allison crowe
1647,galaxie 500
1648,elvis costello & the attractions
1649,10cc
1650,bob wills & his texas playboys
1651,damon & naomi
1652,grace jones
1653,low
1654,the go-betweens
1655,the wedding present
1656,bedhead
1657,dick dale
1658,dusty springfield
1659,luna
1660,britta phillips & dean wareham
1661,grand funk railroad
1662,matthew sweet
1663,peter tosh
1664,ride
1665,swervedriver
1666,the allman brothers band
1667,the feelies
1668,the lovin' spoonful
1669,small faces
1670,the special a.k.a.
1671,traffic
1672,billy eckstine
1673,dinah shore
1674,james
1675,manic street preachers
